0,-1,1.62921e-07,
0.0964706,-0.992865,0.0700893,
-0.0368477,-0.992865,0.113408,
0.723607,-0.447219,0.525725,
0.6753,-0.550685,0.490628,
0.771771,-0.476987,0.420539,
0,-1,1.62921e-07,
-0.0368477,-0.992865,0.113408,
-0.119245,-0.992865,1.61758e-07,
0,-1,1.62921e-07,
-0.119245,-0.992865,1.61758e-07,
-0.0368477,-0.992865,-0.113407,
0,-1,1.62921e-07,
-0.0368477,-0.992865,-0.113407,
0.0964706,-0.992865,-0.070089,
0.723607,-0.447219,0.525725,
0.771771,-0.476987,0.420539,
0.794547,-0.357741,0.490629,
-0.276388,-0.44722,0.850649,
-0.161465,-0.476988,0.863951,
-0.221089,-0.357741,0.907271,
-0.894426,-0.447216,7.28607e-08,
-0.871565,-0.476984,0.113408,
-0.931188,-0.357738,0.0700894,
-0.276388,-0.44722,-0.850649,
-0.377183,-0.476988,-0.793861,
-0.354409,-0.357742,-0.863953,
0.723607,-0.44722,-0.525725,
0.638453,-0.476988,-0.604038,
0.71215,-0.357741,-0.604039,
0.723607,-0.447219,0.525725,
0.794547,-0.357741,0.490629,
0.71215,-0.357741,0.604039,
-0.276388,-0.44722,0.850649,
-0.221089,-0.357741,0.907271,
-0.354409,-0.357741,0.863953,
-0.894426,-0.447216,7.28607e-08,
-0.931188,-0.357738,0.0700894,
-0.931188,-0.357738,-0.0700893,
-0.276388,-0.44722,-0.850649,
-0.354409,-0.357742,-0.863953,
-0.221089,-0.357741,-0.907271,
0.723607,-0.44722,-0.525725,
0.71215,-0.357741,-0.604039,
0.794547,-0.357741,-0.490629,
0.276388,0.44722,0.850649,
0.377183,0.476988,0.793861,
0.257937,0.550685,0.79386,
-0.723607,0.44722,0.525725,
-0.638453,0.476988,0.604038,
-0.6753,0.550685,0.490628,
-0.723607,0.447219,-0.525725,
-0.771771,0.476987,-0.420539,
-0.6753,0.550685,-0.490628,
0.276388,0.44722,-0.850649,
0.161465,0.476988,-0.863951,
0.257937,0.550685,-0.793861,
0.894426,0.447216,-7.28607e-08,
0.871565,0.476984,-0.113408,
0.834716,0.550681,-8.97173e-08,
0.119245,0.992865,-1.61758e-07,
0.0368477,0.992865,-0.113408,
0,1,-1.62921e-07,
0.251147,0.967949,-1.57699e-07,
0.166198,0.978672,-0.120749,
0.119245,0.992865,-1.61758e-07,
0.389673,0.920953,-1.50042e-07,
0.307167,0.943208,-0.126518,
0.251147,0.967949,-1.57699e-07,
0.52573,0.850652,-1.38589e-07,
0.451375,0.882854,-0.129731,
0.389673,0.920953,-1.50042e-07,
0.649456,0.760399,-1.23885e-07,
0.587783,0.798549,-0.129731,
0.52573,0.850652,-1.38589e-07,
0.753442,0.657515,-1.07123e-07,
0.706258,0.696558,-0.126519,
0.649456,0.760399,-1.23885e-07,
0.834716,0.550681,-8.97173e-08,
